Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
39227537,Killer T,Robert Muchamore,"Muchamore, Robert",,"=""1471407187""","=""9781471407185""",0,3.57,Hot Key Books,Kindle Edition,448,2018,2018,,2022/10/06,"science-fiction, owned, wanna-reread","science-fiction (#20), owned (#70), wanna-reread (#4)",read,,,,1,0
65820237,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""0060510862""","=""9780060510862""",4,4.14,Voyager,Paperback,238,2022,1974,2022/12/28,2022/12/28,"science-fiction, dystopia, owned, sf-masterworks","science-fiction (#12), dystopia (#6), owned (#36), sf-masterworks (#8)",read,,,,1,0
16118280,Roadside Picnic,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Olena Bormashenko, Ursula K. Le Guin","=""0575093137""","=""9780575093133""",5,4.12,Gollancz,Paperback,209,2012,1972,2023/06/02,2023/05/23,"owned, science-fiction, sf-masterworks","owned (#147), science-fiction (#59), sf-masterworks (#7)",read,"I really liked this novel, it was beautifully written and the world building has both good breadth and depth which I really appreciated. Most of the novel was spent following redrick, a thief for alien goods, but about 1/4 was spent following noonan, a business man, and this split helped build the world and make me feel like a part of it. I could feel the soviet influences on the novel from the descriptions of governmental structures and bureaucratic processes, which fit well with the themes of a place where everything is very tightly controlled by the institute. A lot of time is spent setting up the world, showing us all of the characters’ motivations, and explaining the culture and atmosphere of the town it is set which I really appreciated because it made it feel real and lived in. Onto the plot, I adored it, it was both very traditional while also being completely different from most other sci fi novels, we follow a redrick who makes a living by sneaking into the “zone”, a place where aliens had previously appeared, and stealing things they had left behind to sell. We follow redrick during his highs and lows in this career, and the measures he has to take to survive, until it culminated in one last adventure to find something that can grant any wish. This final concept is obviously well trodden, an adventure to find something that fixes all the problems is not a new concept, but having the character be a thief well versed in what it would take makes it much more interesting. It is also what I would describe as philosophical sci-fi which I appreciated, as it looked at what it would mean if aliens did visit and disappear again, giving meaning to the book’s name, as well as what it means to be happy and what people truly desire. All together I loved this book and would recommend it to people who enjoy science fiction ",,,1,0
9732198,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0575099437""","=""9780575099432""",5,4.27,Gollancz,Paperback,473,2011,1989,2022/01/07,2021/04/14,"science-fiction, low-fantasy, owned, sf-masterworks","science-fiction (#19), low-fantasy (#19), owned (#59), sf-masterworks (#4)",read,,,,1,0
4644391,Headcrash,Bruce Bethke,"Bethke, Bruce",,"=""1857233522""","=""9781857233520""",4,3.59,Orbit,Mass Market Paperback,352,1995,1995,2022/12/20,2022/12/23,"cyberpunk, science-fiction, owned","cyberpunk (#1), science-fiction (#15), owned (#71)",read,,,,1,0
8493755,The Stars My Destination,Alfred Bester,"Bester, Alfred",,"=""0575094192""","=""9780575094192""",5,4.06,Gollancz,Paperback,244,2010,1956,2023/03/26,2022/12/28,"science-fiction, owned, sf-masterworks","science-fiction (#37), owned (#119), sf-masterworks (#3)",read,"I loved this book, I loved the plot, I loved the characters, I loved the world building. Everything was well constructed and thoughtful. The main character (Gully Foyle) was a deeply complex character who draws the line of what it means to be a good person, he is both deeply calculating but also doesn’t think about the consequences of his quest for revenge. He hurts many people in his pursuit of the truth but in the end he does do the right thing, he clearly has a conscience, or at least grows one as the story progresses and can see the flaws with his actions but that doesn’t stop him from doing what he things is right anyway. His growth throughout the novel was incredible, because it both manages to stay completely consistent while also changing everything which is very hard to do. ‘Jaunting’, this book’s word for teleportation was a very interesting addition that made the plot more exhilarating while not being overused or unbalanced, it is well defined when it can and cannot be used and therefore it never felt like a missed payoff. I am also very proud of myself for guessing the big twist as the end and if recontextualised the second half of the book very well. It also included one of my favourite literary device by making use of the format and having words in different sizes and fonts and placements on the page which long time readers of my reviews know I love. Overall I would recommend it to anyone who enjoys science fiction.",,,1,0
32941312,The Time Machine,H.G. Wells,"Wells, H.G.",,"=""1473217970""","=""9781473217973""",3,3.89,Gollancz,Paperback,127,2017,1895,2023/05/27,2023/05/23,"classics, science-fiction, owned, sf-masterworks","classics (#22), science-fiction (#58), owned (#148), sf-masterworks (#1)",read,"This book was quite fun to read, but it felt a little disappointing to me, there was no real conclusion to the plot. My primary issue is that nothing really happened with the Elois he just kinda finds his Time Machine and goes home again to describe what happens, which was a shame. The formatting of him telling it all as a story was nice but I wish the other characters were more varied, all 7 of the other mentioned characters were just sceptics of his work inside of having different opinions on the validity of his claims. Overall a fun read but left me a little underwhelmed.",,,1,0
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,4.27,Worldbuilders Press,Kindle Edition,383,2016,2016,,2023/05/16,to-read,to-read (#24),to-read,,,,0,0
49120642,"Fall; or, Dodge In Hell",Neal Stephenson,"Stephenson, Neal",,"=""0008168857""","=""9780008168858""",0,3.58,The Borough Press,Paperback,720,2020,2019,,2022/12/28,"to-read, science-fiction, cyberpunk, owned","to-read (#4), science-fiction (#35), cyberpunk (#4), owned (#47)",to-read,,,,0,0
25402163,"Mr Mercedes (Bill Hodges Trilogy, #1)",Stephen        King,"King, Stephen",,"=""""","=""""",0,4.04,Hodder,Paperback,405,2023,2014,,2023/01/26,"to-read, mystery, owned","to-read (#12), mystery (#7), owned (#131)",to-read,,,,0,0
774476,"The Pearls of Lutra (Redwall, #9)",Brian Jacques,"Jacques, Brian",,"=""044100508X""","=""9780441005086""",0,4.04,Ace Books,Mass Market Paperback,351,1998,1996,,2023/01/26,"to-read, high-fantasy, owned","to-read (#15), high-fantasy (#20), owned (#134)",to-read,,,,0,0
24646222,"On the Steel Breeze (Poseidon's Children, #2)",Alastair Reynolds,"Reynolds, Alastair",,"=""""","=""""",0,4.04,Gollancz,Paperback,517,2015,2013,,2023/03/05,"to-read, science-fiction, owned","to-read (#19), science-fiction (#51), owned (#140)",to-read,,,,0,0
1832888,"Debt of Honour (Jack Ryan, #7)",Tom Clancy,"Clancy, Tom",,"=""0002245779""","=""9780002245777""",0,4.11,HarperCollins Publisher,Hardcover,640,1994,1994,,2023/01/26,"to-read, mystery, spy, owned","to-read (#9), mystery (#6), spy (#22), owned (#126)",to-read,,,,0,0
177978,Good Omens,Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""057504800X""","=""9780575048003""",0,4.25,Gollancz,Hardcover,268,1990,,,2023/01/26,"to-read, low-fantasy, owned","to-read (#10), low-fantasy (#29), owned (#127)",to-read,,,,0,0
11731143,Hard Times (Penguin Clothbound Classics),Charles Dickens,"Dickens, Charles","Kate Flint, Coralie Bickford-Smith","=""0141198346""","=""9780141198347""",0,3.55,Penguin Classics,Hardcover,321,2011,1854,,2022/12/28,"owned, for-school, classics","owned (#76), for-school (#3), classics (#11)",read,,,,1,0
3180338,Brave New World,Aldous Huxley,"Huxley, Aldous","Margaret Atwood, David Bradshaw","=""""","=""""",5,3.99,Vintage,Paperback,229,2007,1932,,2021/04/14,"science-fiction, dystopia, owned, classics","science-fiction (#5), dystopia (#1), owned (#1), classics (#17)",read,,,,1,0
70897,The Secret History,Donna Tartt,"Tartt, Donna",,"=""0140167773""","=""9780140167771""",5,4.15,Penguin Books,Paperback,629,1993,1992,2022/10/20,2022/10/06,"owned, classics, mystery, wanna-reread","owned (#105), classics (#1), mystery (#5), wanna-reread (#1)",read,,,,1,0
38470157,The Constant Gardener,John le Carré,"Carré, John le",,"=""0241322308""","=""9780241322307""",0,3.83,Penguin Classics,Paperback,549,2018,2001,,2023/04/17,to-read,to-read (#23),to-read,,,,0,0
9307699,"La Belle Sauvage (Book of Dust, #1)",Philip Pullman,"Pullman, Philip",,"=""0385604416""","=""9780385604413""",0,4.15,David Fickling Books,Hardcover,546,2017,2017,,2022/10/06,"low-fantasy, owned","low-fantasy (#20), owned (#69)",read,,,,1,0
58923547,XX,Rian Hughes,"Hughes, Rian",,"=""1529020581""","=""9781529020588""",4,3.90,Picador,Paperback,996,2021,2020,2023/01/21,2022/12/28,"science-fiction, owned","science-fiction (#32), owned (#118)",read,"The story was incredible and had me wanting to know what would happen next the whole time, and if I was to rate it purely on the main plot would deserve five stars. However, with this book in particular there is much more to it than just the main story, and while some some of the flair definitely added to the experience, other parts did not. Starting with the good, I loved the usage of fonts throughout the book, Rian Hughes is a font designer so that shouldn't be too surprising, but even considering that it blew me away how much you could tell about characters based on their font design. Some of the fonts I did struggle to read, but luckily those were not used too regularly so I did manage to work through them, with  some difficulty. On a similar vein, the positioning of the text on the pages was another fun thing he played around with, but there were some pages that were almost completely unreadable due to stylistic choices. In terms of the content, as I said at the start the main plot was incredible, both the main plot lines worked well and came together very tightly in the end, with a satisfying conclusion to both. There was also a third plot written in the form of 8 chapters published in a magazine within the book, which was also good, and related well to the actual plot. There were also lots of one off new articles, interviews and debates which were interesting and brings up interesting questions about our thoughts on aliens, but I would say there were too many and that took away from the main story. Overall, I really liked this book, it had a brilliant story and a fun medium, however some aspects clashed which made the reading experience harder than it needed to be. Rian Hughes has clearly spent a long time creating such a interconnected story, including actual websites and real world music, and his efforts have payed off it is a brilliant book which I would recommend for sci-fi lovers, but is commitment to read and not for the faint of heart.",,,1,0
15729874,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",0,4.58,HarperCollins,Paperback,530,1993,1955,,2022/12/28,"high-fantasy, owned","high-fantasy (#16), owned (#102)",read,,,,1,0
828401,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0007123825""","=""9780007123827""",0,4.40,Harper Collins,Mass Market Paperback,535,2001,1954,,2022/12/28,"high-fantasy, owned","high-fantasy (#4), owned (#53)",read,,,,1,0
727800,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",0,4.50,HarperCollins Publishers,Paperback,464,1999,1954,,2022/12/28,"high-fantasy, owned","high-fantasy (#19), owned (#121)",read,,,,1,0
6237781,Terminal World,Alastair Reynolds,"Reynolds, Alastair",,"=""0575088508""","=""9780575088504""",3,3.77,Gollancz,Paperback,490,2011,2010,2023/04/17,2023/01/26,"owned, science-fiction","owned (#129), science-fiction (#43)",read,"This book was good. My favourite part has to be the world building which was very well done, making this planet have a unique and fleshed out history, made even better by the inclusion of little hints to where the story is actually set, or at least where I think it’s meant to be set. It’s never actually said in the book but the first hint I got that it wasn’t on earth (aside from the giant tower) was the repeated usage of 12 months and a year as different amounts of times, it also referenced change in height from people found on a spaceship, which we can assume is from mars’ lower gravity. That part wasn’t really a review I just wanted to show how smart I was for getting some of the hints that were there. The weakest part for me was the ending however, I didn’t feel very satisfied, the second half of the book was about getting the girl to the tower to save the world and get rid of the zones and then it turns out they need more than one???? This isn’t part of a series why not just have it conclude with a happy ending and she saves the world. They also left all of the other stuff on what I would call a cliffhanger except there’s never going to be any resolution. It’s a real shame because the rest of the book was so good and then the ending left me disappointed. The characters were also good, I loved the internal conflict of quillions transformation but once again it never actually amounted to anything in the end which is a real shame, there could have been an emotional climax when he fully becomes an angel and the consequences of that but he just kinda keeps saying he’s transforming but then nothing actually changes. The more I write this review i kinda think I’m gonna change my rating, it was 4 but now I think it deserves three. Real shame cos it was good right until the end when it didn’t resolve any of the plot.",,,1,0
208321,Northern Lights (His Dark Materials #1),Philip Pullman,"Pullman, Philip",,"=""1407102540""","=""9781407102542""",5,4.03,Scholastic,Paperback,417,2007,1995,,2021/04/14,"low-fantasy, owned","low-fantasy (#16), owned (#58)",read,,,,1,0
38703,"Small Steps (Holes, #2)",Louis Sachar,"Sachar, Louis",,"=""0385733143""","=""9780385733144""",4,3.76,Delacorte Books for Young Readers,Hardcover,272,2006,2006,,2022/12/28,"owned, wanna-reread","owned (#120), wanna-reread (#2)",read,,,,1,0
89195,"The Prefect (Prefect Dreyfus Emergency, #1)",Alastair Reynolds,"Reynolds, Alastair",,"=""0575077166""","=""9780575077164""",0,4.17,Easton Press,Hardcover,410,2007,2007,2020/12/21,2023/03/28,science-fiction,science-fiction (#56),read,,,,1,0
75593499,"Machine Vendetta (Prefect Dreyfus Emergency, #3)",Alastair Reynolds,"Reynolds, Alastair",,"=""0316462845""","=""9780316462846""",0,4.30,Orbit,Paperback,374,2024,2024,,2023/03/28,to-read,to-read (#22),to-read,,,,0,0
60465864,Observer,Robert Lanza,"Lanza, Robert",Nancy Kress,"=""1611883431""","=""9781611883435""",0,4.04,The Story Plant,Hardcover,368,2023,2023,,2023/03/26,to-read,to-read (#21),to-read,,,,0,0
41593261,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0751573752""","=""9780751573756""",5,4.18,Orbit,Paperback,252,2018,1968,2023/03/16,2023/03/05,"owned, science-fiction","owned (#142), science-fiction (#53)",read,"I adored this book, so much so that I finished it within a day. I was in the lucky situation where I didn’t actually know what the book was about, which made it so much better for me, I had never watched the film despite wanting to for a while but now that I’ve read the book I am glad of that. I can’t comment on how good the film is but the experience I had reading it could not be matched, the imagery that was laid out could never be truly matched in a visual form because there is no real way to represent the entirety of the imagery that was described. I found the beginning sub story an excellent opener, many novels would have simply excluded something like that, leaving what would still be a well written and enclosed book but the inclusion helped prepare us for what was to come as well as making the book feel poetic, we were shaped by beings beyond our comprehension which led the entire story to beginning. Overall an breathtaking book. One small complaint would be that I had to pay £9 for this book because someone ‘stole’ the copy I wanted to buy for only £1.50 out of what I can only assume was spite for me, leaving me with the next two books without the original. Not the books fault though and I am sure he will get what’s coming to him. ",,,1,0
56565196,"God Emperor of Dune (Dune, #4)",Frank Herbert,"Herbert, Frank",,"=""1473233801""","=""9781473233805""",3,3.88,Orion Publishing Co,Paperback,421,2021,1981,2023/03/15,2023/03/10,"owned, science-fiction","owned (#143), science-fiction (#54)",read,"[lots of spoilers, this is a rant not a review] <br/>This book was tricky, it has been a while since I finished children of dune so that might have effected my ability to enjoy it slightly but given the 3000 year time skip I can’t imagine the details were essential. Leto II was an annoying character and although I’m sure it was intentional, for a supposed genius who can see the future he was really stupid. While I can understand that he knew he could not avoid loving Hwi did he really have to give up on everything he had built just to clap some cheeks (which he can’t even do cos he’s a worm). The book was an enjoyable read and the story progressed nicely, it was just really frustrating to see every character make the least logical choices possible, why is this family of prophets who have been bred to be great at everything so stupid, I know that’s somewhat the point of the series, and is present in the first few books but at least things worked out like Paul Muad-Dib had planned, Leto just died because he wanted to marry a pretty women his enemies sent to woo him. Anyway fun read very frustrating I wanna know what happens next now that his genius plan has supposedly succeeded even tho he fell of a cliff and died.",true,,1,0
102927,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""057122413X""","=""9780571224135""",4,3.85,Faber & Faber,Paperback,282,2006,2005,2023/01/28,2022/10/06,"science-fiction, owned","science-fiction (#31), owned (#87)",read,"It was a beautiful story and a beautiful but sad ending, didn’t quite live up to all the hype but was still a very good book that I enjoyed. There is not much to say in terms of plot it was a lot of remembering things that had happened and the majority of the plot was at the end with the beginning being mostly character growth and making you care about the people and their history. It was a bittersweet ending and almost made me cry. Would have to say that the donations were not very well explained so it was harder to understand what actually happened to them.",,,1,0
44147078,The Secret Commonwealth (The Book of Dust #2),Philip Pullman,"Pullman, Philip",,"=""0241373344""","=""9780241373347""",4,4.04,Penguin,Paperback,687,2019,2019,2023/03/10,2022/10/06,"low-fantasy, owned","low-fantasy (#28), owned (#106)",read,"I loved this book, it was a brilliant mystery throughout and although I took a 2 month hiatus from reading it the second I got back into it I could’t stop and finished it in an evening. The plot was incredible and well connected with the events of the first book while sprinkling in references to his dark materials. I loved the expansion of the world, instead of treading old ground again Pullman managed to explore different aspects of what he has already created. The ending was incredible and has left me needing to know what will happen next.",,,1,0
89190,"Redemption Ark (Revelation Space, #2)",Alastair Reynolds,"Reynolds, Alastair",Chris     Moore,"=""044101173X""","=""9780441011735""",0,4.16,Ace Books,Mass Market Paperback,694,2004,2002,,2023/03/05,"to-read, science-fiction, owned","to-read (#20), science-fiction (#52), owned (#141)",to-read,,,,0,0
1126719,House of Suns,Alastair Reynolds,"Reynolds, Alastair",,"=""0575099127""","=""9780575099128""",0,4.24,Gollancz,Paperback,512,2010,2008,,2023/03/05,"to-read, owned, science-fiction","to-read (#18), owned (#139), science-fiction (#50)",to-read,,,,0,0
45245,"The Reality Dysfunction (Night's Dawn, #1)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""0330340328""","=""9780330340328""",0,4.12,Pan Books,Mass Market Paperback,1223,1997,1996,,2023/03/05,"to-read, science-fiction, owned","to-read (#17), science-fiction (#49), owned (#138)",to-read,,,,0,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.23,Crown Publishers,Hardcover,480,2011,2011,,2023/01/27,to-read,to-read (#16),to-read,,,,0,0
100686,Traces,Stephen Baxter,"Baxter, Stephen",,"=""0006498140""","=""9780006498148""",0,3.73,Voyager,Mass Market Paperback,359,1999,1998,,2023/01/26,"to-read, owned, science-fiction","to-read (#14), owned (#133), science-fiction (#46)",to-read,,,,0,0
349090,"Infinity Welcomes Careful Drivers (Red Dwarf, #1)",Grant Naylor,"Naylor, Grant",,"=""0451452011""","=""9780451452016""",0,4.08,Roc,Mass Market Paperback,298,1992,1989,,2023/01/26,"to-read, owned, science-fiction","to-read (#13), owned (#132), science-fiction (#45)",to-read,,,,0,0
16101128,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,"Yancey, Rick",,"=""0399162410""","=""9780399162411""",0,4.00,G.P. Putnam's Sons Books for Young Readers,Hardcover,457,2013,2013,,2023/01/26,"to-read, owned, science-fiction","to-read (#11), owned (#128), science-fiction (#42)",to-read,,,,0,0
21969786,More Than This,Patrick Ness,"Ness, Patrick",,"=""1406350486""","=""9781406350487""",0,3.94,Walker Books Ltd,Paperback,480,2014,2013,,2023/01/18,"to-read, owned","to-read (#8), owned (#125)",to-read,,,,0,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.23,Avon,Mass Market Paperback,1152,2002,1999,,2023/01/13,"to-read, science-fiction","to-read (#7), science-fiction (#40)",to-read,,,,0,0
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,"Brown, Dan",,"=""0385504225""","=""9780385504225""",4,3.76,Doubleday,Hardcover,509,2009,2009,,2022/08/07,"owned, mystery","owned (#86), mystery (#3)",read,,,,1,0
22535533,"Moriarty (Horowitz's Holmes, #2)",Anthony Horowitz,"Horowitz, Anthony",,"=""0062377183""","=""9780062377180""",0,3.80,Harper,Hardcover,285,2014,2014,,2022/12/28,"owned, mystery","owned (#99), mystery (#4)",read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""""","=""""",4,3.93,Anchor,Paperback,489,2006,2003,,2022/08/07,"owned, mystery","owned (#33), mystery (#2)",read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",4,3.95,Pocket Books,Paperback,736,2006,2000,,2022/08/07,"owned, mystery","owned (#10), mystery (#1)",read,,,,1,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",5,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2021/04/14,"owned, classics","owned (#2), classics (#18)",read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",5,4.01,Signet Classics,Mass Market Paperback,141,1996,1945,,2021/04/14,"for-school, classics","for-school (#1), classics (#15)",read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.80,Back Bay Books,Paperback,277,2001,1951,,2021/04/14,classics,classics (#16),read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",4,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2021/04/14,"dystopia, science-fiction, owned, classics","dystopia (#5), science-fiction (#10), owned (#29), classics (#12)",read,,,,1,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.87,Penguin,Paperback,368,1995,1955,,2021/04/14,"to-read, classics","to-read (#2), classics (#9)",to-read,,,,0,0
15997,Paradise Lost,John Milton,"Milton, John",,"=""0140424393""","=""9780140424393""",3,3.85,Penguin Classics,Paperback,453,2003,1667,2021/05/27,2021/04/14,"owned, classics","owned (#83), classics (#6)",read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2021/04/14,"to-read, classics","to-read (#1), classics (#4)",to-read,,,,0,0
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William",,"=""0743477111""","=""9780743477116""",5,3.74,Washington Square Press,Mass Market Paperback,281,2002,1590,,2021/04/14,"for-school, classics","for-school (#4), classics (#5)",read,,,,1,0
24770,"Uglies (Uglies, #1)",Scott Westerfeld,"Westerfeld, Scott",,"=""0689865384""","=""9780689865381""",0,3.84,Simon Pulse,Paperback,425,2005,2005,,2022/12/28,"dystopia, for-school","dystopia (#14), for-school (#5)",read,,,,1,0
1175893,"Tunnels (Tunnels, #1)",Roderick Gordon,"Gordon, Roderick",Brian  Williams,"=""1905294425""","=""9781905294428""",0,3.63,Chicken House Publishing,Paperback,464,2007,2007,,2022/12/28,owned,owned (#123),read,,,,1,0
24765,"Specials (Uglies, #3)",Scott Westerfeld,"Westerfeld, Scott",Rodrigo Corral,"=""0689865406""","=""9780689865404""",0,3.75,Simon Pulse,Hardcover,384,2006,2006,,2022/12/28,"dystopia, owned","dystopia (#13), owned (#122)",read,,,,1,0
136782,Stormbreaker (Alex Rider #1),Anthony Horowitz,"Horowitz, Anthony",,"=""014240165X""","=""9780142401651""",0,3.98,Penguin Books,Paperback,256,2004,2000,,2022/12/28,"spy, owned","spy (#20), owned (#114)",read,,,,1,0
103983,Skeleton Key (Alex Rider #3),Anthony Horowitz,"Horowitz, Anthony",,"=""0142406147""","=""9780142406144""",0,4.07,Philomel Books,Paperback,327,2006,2002,,2022/12/28,"spy, owned","spy (#18), owned (#115)",read,,,,1,0
1821571,Snakehead (Alex Rider #7),Anthony Horowitz,"Horowitz, Anthony",,"=""1406309354""","=""9781406309355""",0,4.15,Walker Books,Hardcover,416,2007,2007,,2022/12/28,"spy, owned","spy (#19), owned (#116)",read,,,,1,0
6091075,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""0307497909""","=""9780307497901""",0,4.08,Del Rey,Kindle Edition,225,2008,1984,,2022/12/28,"science-fiction, owned","science-fiction (#27), owned (#113)",read,,,,1,0
30287412,"Strike Lightning (Young Bond, #8)",Steve Cole,"Cole, Steve",,"=""178295242X""","=""9781782952428""",0,3.94,Red Fox,Paperback,266,2016,2016,,2022/12/28,"spy, owned","spy (#21), owned (#112)",read,,,,1,0
41637836,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,"Pullman, Philip",,"=""""","=""""",0,4.15,RHCP Digital,Kindle Edition,370,2018,1997,,2022/10/06,"low-fantasy, owned","low-fantasy (#26), owned (#108)",read,,,,1,0
2179276,"The Time Paradox (Artemis Fowl, #6)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",0,4.08,Hyperion Books for Children/Disney Book Group,Hardcover,391,2008,2008,,2022/12/28,"low-fantasy, science-fiction, owned","low-fantasy (#27), science-fiction (#28), owned (#109)",read,,,,1,0
603911,"SilverFin (Young Bond, #1)",Charlie Higson,"Higson, Charlie",,"=""078683661X""","=""9780786836611""",0,3.84,Miramax Books,Hardcover,352,2005,2005,,2022/12/28,"spy, owned","spy (#17), owned (#110)",read,,,,1,0
22363629,"Shoot to Kill (Young Bond, #6)",Steve Cole,"Cole, Steve",,"=""0857533738""","=""9780857533739""",0,3.88,Doubleday,Hardcover,299,2014,2014,,2022/12/28,"spy, owned","spy (#16), owned (#111)",read,,,,1,0
24768,"Pretties (Uglies, #2)",Scott Westerfeld,"Westerfeld, Scott",,"=""0689865392""","=""9780689865398""",0,3.83,Simon Pulse,Paperback,370,2005,2005,,2022/12/28,"dystopia, owned","dystopia (#12), owned (#103)",read,,,,1,0
9571767,"The Ring of Water (Young Samurai, #5)",Chris Bradford,"Bradford, Chris",,"=""0141332549""","=""9780141332543""",0,4.32,Puffin,Paperback,297,2011,2011,,2022/12/28,owned,owned (#104),read,,,,1,0
518848,"Sabriel (Abhorsen, #1)",Garth Nix,"Nix, Garth",,"=""0064471837""","=""9780064471831""",4,4.16,Harper Collins,Mass Market Paperback,491,1996,1995,,2022/12/28,"high-fantasy, owned","high-fantasy (#17), owned (#101)",read,,,,1,0
8435445,"Scorpia Rising (Alex Rider, #9)",Anthony Horowitz,"Horowitz, Anthony",,"=""""","=""""",0,4.29,Philomel Books,Hardcover,416,2011,2011,,2022/12/28,"spy, owned","spy (#15), owned (#96)",read,,,,1,0
17465455,"Russian Roulette (Alex Rider, #10)",Anthony Horowitz,"Horowitz, Anthony",,"=""0399254412""","=""9780399254413""",0,4.33,Philomel Books,Hardcover,405,2013,2013,,2022/12/28,"spy, owned","spy (#13), owned (#97)",read,,,,1,0
28043246,"New Guard (Cherub 2, #5)",Robert Muchamore,"Muchamore, Robert",,"=""144491412X""","=""9781444914122""",0,4.40,Hachette Children's,Hardcover,294,2016,2016,,2022/12/28,"spy, owned","spy (#9), owned (#100)",read,,,,1,0
224500,Point Blank (Alex Rider #2),Anthony Horowitz,"Horowitz, Anthony",,"=""0142406120""","=""9780142406120""",0,4.11,Penguin Puffin,Paperback,274,2001,2001,,2022/12/28,"spy, owned","spy (#11), owned (#94)",read,,,,1,0
542414,Scorpia (Alex Rider #5),Anthony Horowitz,"Horowitz, Anthony",,"=""0142405787""","=""9780142405789""",0,4.19,Puffin Books,Paperback,388,2006,2004,,2022/12/28,"spy, owned","spy (#14), owned (#95)",read,,,,1,0
8695,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.20,Del Rey,Paperback,250,2005,1980,,2022/12/28,"science-fiction, owned","science-fiction (#26), owned (#92)",read,,,,1,0
569429,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,"=""0345379330""","=""9780345379337""",0,3.96,Random House Worlds,Paperback,288,1993,1992,,2022/12/28,"science-fiction, owned","science-fiction (#24), owned (#93)",read,,,,1,0
18453187,The Sacrifice (The Enemy #4),Charlie Higson,"Higson, Charlie",,"=""1423166353""","=""9781423166351""",0,4.40,"Little, Brown Books for Young Readers",Paperback,512,2014,2012,,2022/12/28,owned,owned (#90),read,,,,1,0
32047504,"Red Nemesis (Young Bond, #9)",Steve Cole,"Cole, Steve",,"=""0857535439""","=""9780857535436""",0,4.18,Doubleday,Hardcover,320,2017,2017,,2022/12/28,"spy, owned","spy (#12), owned (#91)",read,,,,1,0
114954,"The Opal Deception (Artemis Fowl, #4)",Eoin Colfer,"Colfer, Eoin",,"=""1423103998""","=""9781423103998""",0,4.06,Miramax,Paperback,528,2009,2005,,2022/12/28,"low-fantasy, science-fiction, owned","low-fantasy (#23), science-fiction (#25), owned (#89)",read,,,,1,0
